Bo'lim,Yaponcha,O'qilishi (kana),Romaji,O'zbekcha tarjima,English (manba),Misol gap
第8回 模擬テスト,日陰,ひかげ,hikage,"soya, oftob tushmaydigan joy",,日陰の場所を地図で調べました。 (soyaning manzilini xaritadan qidirdim.)
第8回 模擬テスト,架空,かくう,kakuu,"xayoliy, to'qima",,架空の大切さを改めて実感しました。 (xayoliyning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,機嫌,きげん,kigen',"kayfiyat, fe'l",,機嫌の大切さを改めて実感しました。 (kayfiyatning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,洗濯機,せんたくき,sentakuki,kir yuvish mashinasi,,洗濯機の大切さを改めて実感しました。 (kir yuvish mashinasining muhimligini yana bir bor his qildim.)
第8回 模擬テスト,短期間,たんきかん,tankikan',qisqa muddat,,短期間の大切さを改めて実感しました。 (qisqa muddatning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,第一印象,だいいちいんしょう,daiichiinshou,birinchi taassurot,,第一印象の大切さを改めて実感しました。 (birinchi taassurotning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,行動,こうどう,koudou,xatti-harakat,,行動の大切さを改めて実感しました。 (xatti-harakatning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,触れる,ふれる,fureru,"tegmoq, ta'sir qilmoq",,毎日しっかりと触れるように努力しています。 (Har kuni astoydil tegmoqga intilaman.)
第8回 模擬テスト,調味料,ちょうみりょう,choumiryou,ziravorlar,,調味料の大切さを改めて実感しました。 (ziravorlarning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,途上国,とじょうこく,tojoukoku,rivojlanayotgan davlat,,途上国の大切さを改めて実感しました。 (rivojlanayotgan davlatning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,開始,かいし,kaishi,boshlanish,,開始の大切さを改めて実感しました。 (boshlanishning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,離婚,りこん,rikon',ajralish,,離婚の大切さを改めて実感しました。 (ajralishning muhimligini yana bir bor his qildim.)
第8回 模擬テスト,頼る,たよる,tayoru,"suyanmoq, ishonmoq",,毎日しっかりと頼るように努力しています。 (Har kuni astoydil suyanmoqga intilaman.)
第8回 模擬テスト,食器,しょっき,shokki,idish-tovoq,,食器の大切さを改めて実感しました。 (idish-tovoqning muhimligini yana bir bor his qildim.)
第10回 模擬テスト,保護者,ほごしゃ,hogosha,"ota-ona, vasiy",,保護者と親しく話をしました。 (ota-ona bilan yaqindan suhbatlashdim.)
第10回 模擬テスト,公衆電話,こうしゅうでんわ,koushuudenwa,jamoat telefoni,,公衆電話の大切さを改めて実感しました。 (jamoat telefonining muhimligini yana bir bor his qildim.)
第10回 模擬テスト,商品,しょうひん,shouhin',"mahsulot, tovar",,商品の大切さを改めて実感しました。 (mahsulotning muhimligini yana bir bor his qildim.)
第10回 模擬テスト,土地,とち,tochi,"yer, hudud",,土地の大切さを改めて実感しました。 (yerning muhimligini yana bir bor his qildim.)
第10回 模擬テスト,想像力,そうぞうりょく,souzouryoku,"tasavvur, xayol kuchi",,想像力の大切さを改めて実感しました。 (tasavvurning muhimligini yana bir bor his qildim.)
第10回 模擬テスト,数学,すうがく,suugaku,matematika,,数学の大切さを改めて実感しました。 (matematikaning muhimligini yana bir bor his qildim.)
第10回 模擬テスト,新商品,しんしょうひん,shinshouhin',yangi mahsulot,,新商品の大切さを改めて実感しました。 (yangi mahsulotning muhimligini yana bir bor his qildim.)
第10回 模擬テスト,期待,きたい,kitai,"umid, kutish",,期待の大切さを改めて実感しました。 (umidning muhimligini yana bir bor his qildim.)
第10回 模擬テスト,期待通り,きたいどおり,kitaidoori,kutganidek,,期待通りの大切さを改めて実感しました。 (kutganidekning muhimligini yana bir bor his qildim.)
第10回 模擬テスト,検索,けんさく,kensaku,qidiruv,,検索の大切さを改めて実感しました。 (qidiruvning muhimligini yana bir bor his qildim.)
第10回 模擬テスト,発売日,はつばいび,hatsubaibi,sotuvga chiqish sanasi,,発売日の大切さを改めて実感しました。 (sotuvga chiqish sanasining muhimligini yana bir bor his qildim.)
第10回 模擬テスト,神話,しんわ,shinwa,"mif, afsona",,神話と親しく話をしました。 (mif bilan yaqindan suhbatlashdim.)
第10回 模擬テスト,競争,きょうそう,kyousou,raqobat,,競争の大切さを改めて実感しました。 (raqobatning muhimligini yana bir bor his qildim.)
第10回 模擬テスト,財産,ざいさん,zaisan',"mulk, boylik",,財産の大切さを改めて実感しました。 (mulkning muhimligini yana bir bor his qildim.)
第10回 模擬テスト,込む,こむ,komu,"tiqilmoq, band bo'lmoq",,毎日しっかりと込むように努力しています。 (Har kuni astoydil tiqilmoqga intilaman.)
第10回 模擬テスト,通学路,つうがくろ,tsuugakuro,maktabga boradigan yo'l,,通学路の場所を地図で調べました。 (maktabga boradigan yo'lning manzilini xaritadan qidirdim.)
第12回 模擬テスト,勤務,きんむ,kinmu,"xizmat, ish",,勤務の大切さを改めて実感しました。 (xizmatning muhimligini yana bir bor his qildim.)
第12回 模擬テスト,国土,こくど,kokudo,mamlakat hududi,,国土の大切さを改めて実感しました。 (mamlakat hududining muhimligini yana bir bor his qildim.)
第12回 模擬テスト,年寄り,としより,toshiyori,keksa kishi,,年寄りと親しく話をしました。 (keksa kishi bilan yaqindan suhbatlashdim.)
第12回 模擬テスト,影響,えいきょう,eikyou,ta'sir,,影響の大切さを改めて実感しました。 (ta'sirning muhimligini yana bir bor his qildim.)
第12回 模擬テスト,改造,かいぞう,kaizou,"qayta qurish, o'zgartirish",,改造の大切さを改めて実感しました。 (qayta qurishning muhimligini yana bir bor his qildim.)
第12回 模擬テスト,本日,ほんじつ,honjitsu,bugun (rasmiy),,本日の大切さを改めて実感しました。 (bugunning muhimligini yana bir bor his qildim.)
第12回 模擬テスト,森林,しんりん,shinrin',o'rmon,,森林の大切さを改めて実感しました。 (o'rmonning muhimligini yana bir bor his qildim.)
第12回 模擬テスト,発言,はつげん,hatsugen',"bayonot, gapirish",,発言の大切さを改めて実感しました。 (bayonotning muhimligini yana bir bor his qildim.)
第12回 模擬テスト,祖父,そふ,sofu,bobo,,祖父の大切さを改めて実感しました。 (boboning muhimligini yana bir bor his qildim.)
第12回 模擬テスト,縁,えん,en',"aloqa, taqdir bog'liqligi",,縁の大切さを改めて実感しました。 (aloqaning muhimligini yana bir bor his qildim.)
第12回 模擬テスト,農業,のうぎょう,nougyou,dehqonchilik,,農業の大切さを改めて実感しました。 (dehqonchilikning muhimligini yana bir bor his qildim.)
第13回 模擬テスト,世界記録,せかいきろく,sekaikiroku,jahon rekordi,,世界記録の大切さを改めて実感しました。 (jahon rekordining muhimligini yana bir bor his qildim.)
第13回 模擬テスト,共働き,ともばたらき,tomobataraki,er-xotin ikkalasi ishlashi,,共働きの大切さを改めて実感しました。 (er-xotin ikkalasi ishlashining muhimligini yana bir bor his qildim.)
第13回 模擬テスト,削除,さくじょ,sakujo,o'chirish,,削除の大切さを改めて実感しました。 (o'chirishning muhimligini yana bir bor his qildim.)
第13回 模擬テスト,吸う,すう,suu,"so'rmoq, tortmoq",,毎日しっかりと吸うように努力しています。 (Har kuni astoydil so'rmoqga intilaman.)
第13回 模擬テスト,学歴,がくれき,gakureki,"ma'lumoti, o'qish tarixi",,学歴の大切さを改めて実感しました。 (ma'lumotining muhimligini yana bir bor his qildim.)
第13回 模擬テスト,完成,かんせい,kansei,tugallanish,,完成の大切さを改めて実感しました。 (tugallanishning muhimligini yana bir bor his qildim.)
第13回 模擬テスト,排水,はいすい,haisui,oqova suv,,排水の大切さを改めて実感しました。 (oqova suvning muhimligini yana bir bor his qildim.)
第13回 模擬テスト,残る,のこる,nokoru,qolmoq,,毎日しっかりと残るように努力しています。 (Har kuni astoydil qolmoqga intilaman.)
第13回 模擬テスト,決定,けってい,kettei,qaror,,決定の大切さを改めて実感しました。 (qarorning muhimligini yana bir bor his qildim.)
第13回 模擬テスト,盛ん,さかん,sakan',"gullab-yashnagan, faol",,盛んの大切さを改めて実感しました。 (gullab-yashnaganning muhimligini yana bir bor his qildim.)
第13回 模擬テスト,砂漠,さばく,sabaku,cho'l,,砂漠の大切さを改めて実感しました。 (cho'lning muhimligini yana bir bor his qildim.)
第13回 模擬テスト,絶対,ぜったい,zettai,"mutlaqo, albatta",,絶対の大切さを改めて実感しました。 (mutlaqoning muhimligini yana bir bor his qildim.)
第13回 模擬テスト,義務,ぎむ,gimu,majburiyat,,義務の大切さを改めて実感しました。 (majburiyatning muhimligini yana bir bor his qildim.)
第13回 模擬テスト,義務化,ぎむか,gimuka,majburiy qilib qo'yish,,義務化の大切さを改めて実感しました。 (majburiy qilib qo'yishning muhimligini yana bir bor his qildim.)
第13回 模擬テスト,過ごす,すごす,sugosu,vaqt o'tkazmoq,,毎日しっかりと過ごすように努力しています。 (Har kuni astoydil vaqt o'tkazmoqga intilaman.)
第13回 模擬テスト,過去最高,かこさいこう,kakosaikou,tarixdagi eng yuqori,,過去最高の大切さを改めて実感しました。 (tarixdagi eng yuqorining muhimligini yana bir bor his qildim.)
第13回 模擬テスト,高気圧,こうきあつ,koukiatsu,yuqori bosim (antitsiklon),,高気圧の大切さを改めて実感しました。 (yuqori bosimning muhimligini yana bir bor his qildim.)
第13回 模擬テスト,鯨,くじら,kujira,kit,,鯨の大切さを改めて実感しました。 (kitning muhimligini yana bir bor his qildim.)
第14回 模擬テスト,寿命,じゅみょう,jumyou,umr,,寿命の大切さを改めて実感しました。 (umrning muhimligini yana bir bor his qildim.)
第14回 模擬テスト,将来,しょうらい,shourai,kelajak,,将来の大切さを改めて実感しました。 (kelajakning muhimligini yana bir bor his qildim.)
第14回 模擬テスト,議員,ぎいん,giin',"deputat, parlament a'zosi",,議員の大切さを改めて実感しました。 (deputatning muhimligini yana bir bor his qildim.)
第15回 模擬テスト,万一,まんいち,man'ichi,"bir ehtimol, tasodifan",,万一の大切さを改めて実感しました。 (bir ehtimolning muhimligini yana bir bor his qildim.)
第15回 模擬テスト,上着,うわぎ,uwagi,ustki kiyim,,お気に入りの上着を身につけました。 (Sevimli ustki kiyimimni kiyib (taqib) oldim.)
第15回 模擬テスト,劇場,げきじょう,gekijou,teatr,,劇場の大切さを改めて実感しました。 (teatrning muhimligini yana bir bor his qildim.)
第15回 模擬テスト,印象,いんしょう,inshou,taassurot,,印象の大切さを改めて実感しました。 (taassurotning muhimligini yana bir bor his qildim.)
第15回 模擬テスト,困難,こんなん,konnan',qiyinchilik,,困難の大切さを改めて実感しました。 (qiyinchilikning muhimligini yana bir bor his qildim.)
第15回 模擬テスト,宝石店,ほうせきてん,housekiten',zargarlik do'koni,,宝石店の場所を地図で調べました。 (zargarlik do'konining manzilini xaritadan qidirdim.)
第15回 模擬テスト,床,ゆか,yuka,pol,,床の大切さを改めて実感しました。 (polning muhimligini yana bir bor his qildim.)
第15回 模擬テスト,手抜き,てぬき,tenuki,ishni chala qilish,,手抜きの大切さを改めて実感しました。 (ishni chala qilishning muhimligini yana bir bor his qildim.)
第15回 模擬テスト,政治家,せいじか,seijika,siyosatchi,,政治家の大切さを改めて実感しました。 (siyosatchining muhimligini yana bir bor his qildim.)
第15回 模擬テスト,異常気象,いじょうきしょう,ijoukishou,anomal iqlim,,異常気象の大切さを改めて実感しました。 (anomal iqlimning muhimligini yana bir bor his qildim.)
第15回 模擬テスト,病,やまい,yamai,kasallik,,病の大切さを改めて実感しました。 (kasallikning muhimligini yana bir bor his qildim.)
第15回 模擬テスト,第一印象,だいいちいんしょう,daiichiinshou,birinchi taassurot,,第一印象の大切さを改めて実感しました。 (birinchi taassurotning muhimligini yana bir bor his qildim.)
第15回 模擬テスト,結ぶ,むすぶ,musubu,bog'lamoq,,毎日しっかりと結ぶように努力しています。 (Har kuni astoydil bog'lamoqga intilaman.)
第15回 模擬テスト,薄い,うすい,usui,yupqa; kuchsiz,,"とても薄いので、気をつけてください。 (Juda yupqa bo'lgani uchun, ehtiyot bo'ling.)"
第15回 模擬テスト,託児所,たくじしょ,takujisho,bolalar bog'chasi,,託児所と親しく話をしました。 (bolalar bog'chasi bilan yaqindan suhbatlashdim.)
